Nome Cliente;cidade;estado;codigo;contrato;telefone
Sr. Kléber Macedo;Porto Velho;São Paulo;530dede2-a445-45ea-83d3-04a997a100bf;953;(27) 14366-1026
Daniel Carvalho;Porto Alegre;Santa Catarina;9ca52e6a-669f-437c-b497-f60cf0e7397e;685;(83) 7656-7096
Sr. Antonella Carvalho;Aracaju;Mato Grosso;9175c3e5-ec2b-45dd-871b-5a1b54163464;224;(48) 5694-9677
Júlio César Martins;São Paulo;Santa Catarina;db9a7ab2-b1d5-4ea8-97ef-72ae090d6d0f;159;(79) 7835-6871
Antonella Braga;Recife;Rio de Janeiro;43550212-ba0c-443e-a095-3d023da85ed1;938;(30) 65087-9249
Cauã Pereira;Aracaju;Acre;f0754218-8815-4c4f-872c-804468a830cf;640;(41) 41776-2409
Margarida Pereira;Natal;Tocantins;f4b21854-ade7-421f-b94f-e9e22c7d944a;491;(85) 5869-8849
Meire Moreira;Brasília;Rio de Janeiro;da5d212b-1ad7-4298-8f8a-9638ef42ace7;256;(77) 2153-4462
Sílvia Moraes;Teresina;Roraima;f1ac9837-fa74-431c-ae7b-f87583a85416;759;(76) 2725-4620
Cecília Braga;Rio de Janeiro;Espírito Santo;a4ee59dd-03f0-4a76-8f88-7c75c8586e88;589;(70) 3221-2788
Benício Xavier;Palmas;Santa Catarina;d9aab608-8eef-4792-ace1-d976fcbf91f0;812;(27) 90137-1675
Deneval Martins;João Pessoa;Distrito Federal;bcdaa3ac-d2b2-4793-be82-3f0e58bca5a6;794;(31) 10584-4118
Marli Franco;Vitória;Sergipe;ea859e03-2ad7-4ba9-9947-fbbdc1be7081;855;(66) 5467-2779
Srta. Isaac Silva;Porto Alegre;Rondônia;bbcf74e2-ddf2-47f9-ab34-3cb9f589b250;386;(30) 5546-2574
Felipe Pereira;Goiânia;Paraíba;a00960a2-56e1-4542-bcf8-ac595f110628;643;(65) 5465-1219
Vitor Martins Jr.;São Luís;Minas Gerais;e99ce9ed-d03a-4809-a61d-3e9258bc784c;896;(55) 3767-8077
Maria Júlia Franco;São Luís;Rio de Janeiro;0d944f49-7edb-49c6-8099-a3c5b46e5cca;726;(58) 3997-4159
Isabella Souza;Goiânia;Santa Catarina;d6bf158d-923f-4d70-a855-ee629a60ac22;527;(94) 79152-9339
Caio Souza;Manaus;Roraima;f674ad70-a427-4c87-9184-e6638fbe9220;291;(34) 3549-8790
Eduarda Moreira Jr.;Porto Velho;Amazonas;e3a60d8a-fae6-4b7e-9b2a-ad31fe6ad01b;659;(32) 3150-4617
Hélio Costa Filho;Manaus;Bahia;9b61213e-aade-45ea-b00d-e96fe06dd22d;177;(81) 6953-6913
Davi Lucca Carvalho;Manaus;Pará;8654f280-699f-4e8a-820d-ef668abb77f3;177;(84) 7320-3380
Breno Santos Neto;Recife;Alagoas;9d0c20c6-aee5-4d3d-9f57-f4ed31aefab0;881;(50) 4718-9756
Natália Oliveira Jr.;Vitória;São Paulo;d89dc782-e5f0-40a0-a6e4-4cc4db3fffeb;906;(85) 1766-9618
Benício Santos;Campo Grande;Acre;716feb64-5eeb-41ae-bd99-ac8f4e8d4731;150;(71) 5770-8047
Lucas Xavier;São Luís;Distrito Federal;03b2ce5d-afb9-43cc-be9d-4e78d2e2e80f;607;(47) 89726-7856
Kléber Xavier;Campo Grande;Alagoas;8d95b399-38f1-4c8e-863f-23934e78e858;471;(37) 51978-8569
Lucca Xavier;Porto Alegre;Paraíba;042cf552-6d22-4216-9d69-9c299adb5b9e;735;(94) 1783-6294
Pablo Carvalho Filho;Porto Velho;Paraíba;81940d0b-05d5-408a-bc77-5c0d1a81f129;330;(92) 1439-0359
Sra. Roberta Santos;Belém;Mato Grosso;26923601-12b5-49b6-89cd-41728ce03b0c;415;(25) 85472-2882
Kléber Braga;São Luís;Rio de Janeiro;fe5cb9f6-1600-4be5-98d5-8ce666044b90;819;(99) 76361-3039
Bryan Costa;Vitória;Pernambuco;2552b67a-9003-4be6-84ec-19769ce3cc6f;962;(43) 63295-7886
Nataniel Batista;Natal;Rio Grande do Sul;dc9871e1-ff5f-4a00-800a-56ea32b3a9d7;459;(59) 2197-3632
Karla Souza;Belém;Minas Gerais;41d718e3-ec8f-4ee5-86ba-91e918ef7509;975;(52) 99757-3809
Yago Reis;São Paulo;Maranhão;86fa2fac-842c-407b-b9c1-7925aaba4b7b;181;(70) 6080-9274
Samuel Carvalho Neto;Boa Vista;Mato Grosso;bdc40b72-a38e-4871-afc3-19737df8ab1c;531;(30) 3402-4072
Joana Silva Filho;João Pessoa;Roraima;2c552907-6df5-4ac2-9411-5b908d417f88;693;(66) 7273-9542
Janaína Martins;Macapá;Ceará;49e77dd2-f0b0-446f-aba9-bdea7659ad13;151;(40) 4245-9921
Sra. Roberta Batista;Cuiabá;Rio de Janeiro;e567766b-6d66-4200-a1de-9959a7a7cec4;604;(90) 18516-6361
Pietro Albuquerque;São Paulo;Tocantins;169dd207-a970-4d74-aa31-d95744561f59;716;(84) 1347-2308
Isabela Macedo;Teresina;Espírito Santo;9e908f31-7c1b-4b4f-89a4-b8efb3dca725;206;(17) 31849-8392
Carlos Batista;Curitiba;Maranhão;19cf42f8-48cc-42d7-ada4-94a3128bfb4f;681;(70) 1162-8295
Gael Braga;Vitória;Bahia;d3b5c2f8-59e9-42be-a397-43809402f08a;449;(82) 8363-7060
Marina Oliveira;Belém;Acre;ac8f182f-9e87-4936-8d59-94c7435156d1;798;(92) 40650-5899
Enzo Carvalho;Recife;Paraná;8ce073f1-c6fb-4357-8717-6c2eb0d71f39;700;(65) 86557-3290
Maria Luiza Pereira;Belém;Paraná;d7b04d29-82cf-485e-ae40-5fda96e055a0;457;(61) 51193-4429
Marcelo Santos;Aracaju;Amazonas;31ee5b52-9a9b-462b-ae34-75f676f59844;271;(39) 2451-8818
Lorena Moraes;São Luís;Mato Grosso do Sul;87fed0e1-df90-4232-939a-fa057a3e5dcb;446;(95) 9797-3328
Eloá Xavier;Rio de Janeiro;Mato Grosso;e0b35a20-c54b-4b84-8812-70f4ced3a556;756;(72) 4915-6905
Lucas Martins;Belém;Bahia;acdf0504-bf8a-4072-8493-52cf6614c8d0;629;(92) 8596-3280
Feliciano Nogueira;Natal;Amazonas;afa48e71-03d6-4701-97b3-c856ecad5cb8;686;(30) 3020-5492
Valentina Batista;Manaus;Mato Grosso;21d95fe4-2210-496f-a808-85eeb43ba0e6;583;(67) 2785-9279
Dra. Maria Alice Reis;Manaus;Bahia;2fb344ec-2766-44c1-89c7-acd3bf14505b;447;(90) 2541-7324
Srta. Rafael Costa;Rio de Janeiro;Paraná;f4bf19f7-3301-4841-a422-572d799567d4;701;(97) 3430-5257
Ana Luiza Melo;São Paulo;Mato Grosso do Sul;45b6edaf-52e7-4c5c-bd00-bf29cca985f1;443;(18) 71751-3822
Norberto Albuquerque;Macapá;São Paulo;50c2fd06-b4cf-427f-8a86-812f7d8835e6;181;(56) 75422-3438
Aline Oliveira;Florianópolis;Amapá;31aa40c1-5455-435f-a6f7-e3cfe7c1285a;542;(83) 3385-8340
Dr. Pietro Silva;Cuiabá;Mato Grosso;0e65af52-7868-4362-97dc-002ed9608891;669;(45) 4823-4067
Maria Eduarda Moraes;Vitória;Roraima;744fc15d-66bc-4332-9151-9f93d49f0ff6;554;(74) 46873-8186
Daniel Oliveira;Belo Horizonte;Santa Catarina;402a2fd2-70aa-47da-a1b2-b8f4a5e86be7;455;(57) 3204-7348
Laura Silva;Goiânia;Alagoas;938fb5d9-2a5e-42ba-aeee-e2f92e833ad3;179;(14) 35473-8826
Raul Reis;Cuiabá;Acre;4d736e33-7b02-4af1-8512-fd360d8c4d66;210;(24) 97931-1729
Sra. Eduarda Albuquerque;Salvador;Rio Grande do Norte;519c406e-0f42-405d-a3ce-6bc0171cb577;482;(61) 10203-5295
Caio Braga;Aracaju;Rondônia;69443479-d41f-43a9-b174-690896ce5624;664;(53) 5314-5694
Dra. Talita Braga;Belém;Alagoas;bf836c38-d3d2-4ae3-9a41-ac6e9b0074b4;243;(65) 6641-9845
Davi Lucca Macedo;Curitiba;São Paulo;bb0207c9-568e-4af1-9ea9-63b4a409c119;433;(97) 43165-6800
Manuela Xavier;Porto Alegre;Bahia;b34db3b6-f07c-4176-ae1e-2335a3f3604e;406;(84) 7193-3491
Célia Saraiva;Aracaju;Ceará;2f6e2e1c-a29e-4232-ad44-ec6e939aed3c;668;(24) 2034-1276
Henrique Macedo;Porto Velho;Paraíba;2054d65e-b0ed-43fd-9d95-ed2527c880c1;692;(16) 99543-7396
Liz Moraes;Florianópolis;Tocantins;6a4a39e5-dca2-47ba-bb3e-109b92bfdcd1;344;(47) 4628-3112
Lívia Macedo;Campo Grande;Distrito Federal;d91deabe-2f1e-4ed1-ae2c-6ac4efa882ba;734;(38) 4789-3230
Matheus Macedo;Manaus;Mato Grosso do Sul;7179a00e-ef7e-4b5d-8c74-92dc05679546;287;(41) 8077-8740
Sirineu Moreira;Manaus;Alagoas;63563444-d48a-4b19-9377-626e3c4dbe2b;798;(36) 6168-1502
Pedro Henrique Nogueira;Salvador;Paraíba;e9618fe2-bbee-4c8f-ad30-66fa9de353e4;409;(62) 1671-2924
Roberta Barros;Goiânia;Minas Gerais;51efcc6d-fbd6-4f35-8e6a-8855edaef867;960;(22) 4979-0773
Maitê Oliveira;Porto Alegre;Alagoas;f82d37a4-50cf-495c-b564-be5b72ccb251;974;(12) 93047-2009
João Lucas Barros;Florianópolis;Maranhão;ae3072b7-59e0-4e77-a2e5-5217ec4e89a2;300;(81) 35686-7503
Isabela Xavier;Fortaleza;Mato Grosso;7cd08b92-78ae-4e54-9aa7-0a80eac077b5;922;(78) 4489-3476
Norberto Oliveira Neto;Recife;Minas Gerais;81a26ea2-00e4-4b47-b37a-bf5ddcba4041;124;(88) 5317-7511
Rebeca Carvalho;Porto Velho;Mato Grosso;203f63c4-ba10-4071-a659-c2b52d8c0f83;863;(66) 3777-6671
Norberto Carvalho;Boa Vista;Paraíba;75e41b18-7718-4215-bd3b-941e691160dc;480;(85) 2541-6477
Frederico Macedo;Boa Vista;Ceará;411515b3-71d4-471b-9a3c-c7bd8d840808;907;(30) 6513-1456
Lucas Braga;Porto Alegre;Pará;46e639f7-c1c4-4106-8a80-263556e9a7dc;636;(56) 35579-0553
Eduardo Martins;Aracaju;Amapá;30dbd9b2-7733-47c0-a74a-113764989807;266;(78) 7844-8237
Víctor Pereira;Natal;São Paulo;11936a83-badf-40ee-b44b-e21c1b28779a;936;(25) 3970-6815
Dra. Alessandra Barros;João Pessoa;Rio de Janeiro;613453aa-e9b5-423a-9b74-01f715a91fea;916;(95) 56833-0294
Clara Costa;Belém;Bahia;16b39d2a-b01d-4154-a82c-3f6d178221be;107;(37) 3351-6089
Sirineu Batista Jr.;São Luís;Sergipe;7483ccae-6751-407c-9ddc-d3313fe1c4be;191;(30) 36821-8751
Alessandra Barros;Goiânia;Mato Grosso;9ac284af-659a-491f-86fa-d4af071a1028;369;(60) 62086-8950
Raul Reis;Florianópolis;Paraná;8ef0dfd7-b64f-4175-aea5-4101b4984ca3;257;(59) 79979-8709
Alice Santos;Porto Alegre;Minas Gerais;acb5e6c6-0bb9-4d95-8862-85242b11d6fc;420;(80) 3726-8572
Pietro Franco;Goiânia;Amapá;bd4f95f8-8dce-40c1-ab42-e226ae336c83;547;(78) 3265-3973
Ladislau Santos;Manaus;Minas Gerais;b3d3165d-e2c0-4406-b074-e820f3cce4da;509;(38) 4016-9380
Marcelo Santos;Boa Vista;Maranhão;f9ffb0e9-b29c-4dbe-b569-276a6f4c0656;740;(34) 33080-3052
Natália Carvalho;Macapá;Tocantins;0dbe65ac-0ba4-4612-b422-4f44394af420;490;(64) 39094-0590
Lorena Santos;São Luís;Amapá;55a0c1e8-c90c-4e89-97f8-8d15834e9e7a;757;(14) 39753-5094
Sílvia Braga;Salvador;Roraima;61b24065-eb27-485f-8566-a472cd5c99c6;134;(61) 3709-4774
Murilo Melo;Aracaju;Pernambuco;fd440830-601e-48e8-8792-2ea778aef2f8;292;(87) 55743-3875
Maria Clara Pereira;Curitiba;Ceará;e2043cf3-31fc-4b82-8f71-abb4a9f487c7;146;(87) 3106-8261
Tertuliano Braga;Boa Vista;Pernambuco;0e38bfaa-43d3-454c-a72b-05787eaf51d7;957;(82) 8306-7527
Enzo Souza;Salvador;Goiás;8279316e-f71e-4e76-a157-2915b6ce68aa;981;(46) 8903-3044
Cauã Moraes;Porto Velho;Pará;334cee3c-495b-4fd2-87bc-ce0f50270602;696;(95) 44047-4669
Eduardo Melo Neto;Curitiba;Piauí;a4ff23df-626a-49b9-a7ee-01abe3a6a1e2;770;(20) 8110-5350
Beatriz Martins;João Pessoa;Maranhão;724e9714-74ab-4c3f-a4aa-4d728f535604;262;(56) 2089-7879
Eduardo Franco;Belém;Pará;d7115fd8-f080-497f-aa5a-d56eec27f874;283;(78) 56174-1222
Rafael Santos Jr.;Fortaleza;Pará;3a61cea4-c0dc-45d9-ae96-b8396a60b583;520;(90) 32876-9286
Dr. Gael Albuquerque;Belo Horizonte;Amazonas;111b696b-bbe7-4682-9356-60433ede6c16;254;(59) 8647-7966
Cecília Pereira;Macapá;Minas Gerais;f44daf3c-a33f-4963-9224-be4f58f4652a;612;(48) 9884-5652
Fabrícia Moreira;Manaus;São Paulo;ee139d05-a153-4cfc-8551-60ca38106ff9;329;(38) 4454-4193
Ofélia Braga;Fortaleza;Rio Grande do Sul;7adba651-fa98-4d68-b592-3c1eb1cc923b;716;(19) 81912-4607
Karla Costa;Brasília;Pernambuco;648468f9-388c-4573-b47c-552447b6ac26;679;(44) 1010-3766
Sophia Carvalho;Aracaju;Pernambuco;1e03684b-383f-4619-bf71-3319e5576c31;387;(25) 1843-1505
Talita Silva;Brasília;Acre;12649b7f-bc30-4dbc-a846-00c91c011464;447;(70) 9928-7987
Sr. Suélen Reis;Boa Vista;Acre;f7fde07f-1347-4188-98e9-225fe3b0c2a7;839;(34) 4699-1608
Elísio Moreira;Palmas;Sergipe;71080673-0bce-4d85-8def-148d48b09aa8;902;(96) 56288-2455
Larissa Macedo;Brasília;Maranhão;6b9fa1fd-f080-4fc6-876c-a6e68676cada;876;(10) 8445-2874
Nicolas Souza;Fortaleza;Maranhão;3ecd0e98-e6bb-473e-8e48-adbb9d4664a3;349;(35) 9227-8539
Talita Albuquerque;Brasília;Espírito Santo;8da6ec60-e4fd-472e-abd2-cd79ce3b06af;303;(12) 3308-9066
Luiza Saraiva;Rio Branco;Santa Catarina;1438b3f6-607f-4b38-8686-92ba1bf9ddac;236;(95) 6153-1569
Yasmin Souza;Campo Grande;Goiás;7cd8d5c9-506f-498f-8440-a515336df979;503;(37) 30958-0560
Ana Júlia Silva;Rio de Janeiro;Tocantins;55bc0af8-354b-474a-9f0f-7f9b56939cb2;453;(42) 7923-2935
Alessandro Carvalho;Brasília;Piauí;8ffd997e-338f-4724-a0ba-82e88c7a8414;270;(82) 9558-5111
Clara Xavier;João Pessoa;Paraíba;9d30c050-905f-470c-9771-4689e04e5334;265;(53) 3679-5992
Paula Moreira;Recife;Amapá;6c42a36b-24f7-4e24-88c4-59e6f9a5b211;742;(35) 73736-0381
Feliciano Martins;Campo Grande;Espírito Santo;895c2e56-8f17-4575-8644-56a17c2b023e;694;(78) 6082-5691
Sirineu Franco;São Paulo;Mato Grosso do Sul;a02b4e09-0087-4e50-848f-cc451d2161e9;411;(99) 1816-5858
Enzo Saraiva;Goiânia;Mato Grosso do Sul;c895086b-c2d9-47f7-8cfc-de9a35b59133;184;(79) 30145-8532
Margarida Moreira;Boa Vista;Mato Grosso;2647f0ce-12e4-48fc-973a-708d8d343d81;180;(25) 4337-0970
Vitor Costa;Goiânia;Amazonas;cbca9ad9-3c99-4d89-883c-d4cf5ee9594e;851;(85) 8903-8287
Dra. Isabela Moraes;Porto Alegre;Pará;de86ef7a-8468-4834-abd2-96c4d21f1ae8;169;(36) 9554-2070
Elisa Nogueira;Teresina;Maranhão;a8623693-f913-4a99-b91c-ed7257e765d1;579;(28) 4668-4815
Benício Macedo;Curitiba;Maranhão;abccced1-4a99-42bc-bbdf-684a44d2473a;828;(17) 2589-3398
Suélen Martins Filho;Maceió;Ceará;9406953d-3f4b-4df0-ab7c-4fc062a586b0;701;(33) 8778-8725
Lucas Moraes Jr.;Fortaleza;Acre;e728536e-bb84-40dc-aacd-97946747fe31;276;(60) 5432-4258
Meire Melo;Macapá;São Paulo;809918bc-2c80-4957-b241-4b691eeecc66;321;(57) 9039-6396
Natália Costa;Recife;Roraima;bb9aaff6-943a-4851-865f-61180f61ed3b;114;(31) 69772-8656
Kléber Oliveira;Aracaju;Rio Grande do Sul;37194320-8f5f-4c0b-a5b8-426e5574ee14;349;(50) 4675-5392
Heloísa Braga Neto;Palmas;Roraima;fc8f2d53-d10d-41d2-b275-c4b2738c3aaf;287;(23) 3038-6111
Júlio Oliveira;Rio Branco;Pará;d75b5f00-bf5c-4c37-92d7-265fd67b5224;339;(41) 87384-5558
Feliciano Xavier;Fortaleza;Espírito Santo;04d67352-d63e-4e75-b62d-c392021d414f;108;(74) 98514-2976
Margarida Costa;Porto Alegre;Pernambuco;b8e48f06-433a-48ba-916d-b486748dcd3a;756;(10) 5008-1467
Enzo Gabriel Reis;Campo Grande;Distrito Federal;0f4ea06e-b87b-4e3d-89fc-455892a66248;262;(28) 1463-2883
Alice Franco Neto;Curitiba;Rondônia;d96ce5d9-edf5-4fd2-baa7-195b87cd330d;664;(56) 50406-1539
Víctor Batista;Belém;Pernambuco;bad23ec6-667d-42c2-b362-b967739837c2;237;(65) 7361-2154
Feliciano Santos;Brasília;Santa Catarina;2501f7c8-0e29-4ba2-afdc-714713deca11;521;(12) 4484-7864
Meire Saraiva;São Paulo;Minas Gerais;a755fd03-e5d6-455e-9ff9-20103909fec7;452;(89) 7276-1720
Talita Martins;Salvador;São Paulo;82c52739-c1ff-4c1a-a4ad-1e055c686e57;954;(17) 9219-9654
Washington Batista Jr.;Maceió;Piauí;4fabcc02-8abb-4cc2-8897-a6e077e9baa9;447;(28) 7052-3982
Margarida Franco;Porto Velho;Rio de Janeiro;476b3597-2ca6-4660-b471-52ced277a3ca;604;(24) 2557-1794
Yasmin Carvalho;Brasília;Bahia;e275d83f-c6c0-4ff2-a78e-058e2a03c590;644;(36) 3851-6002
Vitor Martins;Porto Alegre;Mato Grosso;6c655594-a506-489a-9fef-28589ae7113b;610;(27) 4437-1020
Calebe Silva Neto;Palmas;Roraima;4460233b-11ef-47a0-8be7-ef199f922870;316;(99) 3141-5094
Guilherme Pereira Filho;Teresina;Goiás;8e7f0917-0cad-4488-92b6-ed4e1cd3cc72;448;(75) 2865-4729
Mércia Santos;Natal;São Paulo;bd3ef7e4-dd7b-4b92-b299-becdcdf919b1;555;(27) 6791-3888
Lorenzo Costa Neto;Salvador;Acre;d693b294-1371-4b0e-ab1f-edf92d01cbcc;573;(61) 64376-5677
Gúbio Macedo;Manaus;Paraná;06000241-2b1a-448a-9a61-d4a1757e4d5a;583;(21) 7094-3932
Sr. Caio Braga;Aracaju;São Paulo;c15dffbb-059c-43da-b888-275c1fc89194;409;(39) 4030-6383
Carla Albuquerque Filho;Florianópolis;Paraná;3333b3d8-1183-4844-860d-e3c3426f91ff;134;(90) 3718-4500
Dra. Aline Pereira;Fortaleza;Alagoas;f3cafe2d-576b-493e-b17c-9bd8de4ce0fa;526;(10) 4621-1874
Fabrício Silva;Brasília;Rio Grande do Norte;0ecffab5-62d4-42fb-8955-a78a952518fc;403;(51) 3125-3527
Samuel Batista;João Pessoa;Santa Catarina;77e60516-4dff-47a2-85da-4d6aa426bd71;203;(51) 73981-8503
Antônio Macedo;Curitiba;Roraima;88a1dd5a-c1d1-4386-b637-0b72881e6d81;981;(84) 5792-2906
Isaac Carvalho;São Luís;Amazonas;87d2c7d3-dbeb-4fa3-83dd-5b572701846b;728;(14) 38843-7622
Ofélia Reis;Goiânia;Paraíba;1b82311c-e7d2-4847-8560-9ff4251f2a38;248;(69) 38282-7250
Melissa Macedo;Porto Alegre;Rio Grande do Norte;8dadddda-a21e-42eb-b0fb-7c880b1ab97c;799;(73) 1224-5525
Antônio Saraiva;Belo Horizonte;Roraima;370c45ae-2a1f-4dfb-8017-24d2ea963143;771;(39) 6307-4848
Sr. Ricardo Saraiva;Porto Velho;Goiás;49674867-122a-40fc-91dc-90c8bf6dd8b7;570;(17) 3089-9250
Roberto Reis;Rio de Janeiro;São Paulo;badc6ec6-9c1c-4e37-97a2-6d7b551986ba;582;(55) 4756-3566
Bryan Carvalho;Salvador;Rondônia;3b40d0ea-7dd1-4abe-bb35-c8babc7e09db;492;(40) 9876-9478
Ígor Xavier;Curitiba;Rio Grande do Sul;b8173413-75f0-44ac-aa1d-842b50398c5a;113;(79) 5210-9995
Júlia Martins;Fortaleza;Ceará;2e43f632-14a0-4a9b-85b1-4ea760366ca1;310;(46) 79000-2301
Felipe Oliveira;Salvador;Santa Catarina;54019cf1-c305-4f78-b4c3-1f1bd349fd81;204;(57) 4472-1020
Marina Moreira Neto;Belo Horizonte;Acre;984dafac-c550-4d2e-b459-844d5c2c222d;768;(24) 7262-2668
Tertuliano Macedo Neto;Campo Grande;Espírito Santo;222b3f8b-d01d-46cb-a83d-0f689e9325ec;478;(57) 31232-3092
Sr. Suélen Albuquerque;Boa Vista;Rio Grande do Sul;334514e2-56f1-43de-8601-93739e848834;602;(33) 2062-6113
Fábio Macedo Jr.;Curitiba;Distrito Federal;1f39456e-45bd-4e80-bc42-792020da69a5;369;(11) 5724-0822
Karla Martins;Teresina;Santa Catarina;3b946e0a-4b38-4fbe-8731-d7af9cd22237;957;(14) 1245-2925
Sr. Tertuliano Saraiva;Recife;Paraíba;cb9a05ed-e567-4ef7-b9b0-df5b35348f64;496;(63) 3886-8361
Nicolas Souza;Fortaleza;Rondônia;f6cff4b0-d548-4e4f-aa70-cf63c04e56a5;271;(35) 3706-5699
Sophia Moreira;Rio Branco;Amapá;554712b5-ef5d-4ddb-ba8b-7c7e6c94205a;507;(30) 3693-5895
Sara Batista;Macapá;Acre;0f3bbc80-2558-446d-907f-06778fdebf7c;559;(36) 6637-9320
Roberto Macedo;Campo Grande;Mato Grosso do Sul;1dcacbeb-6ed2-4a31-bb33-857a44b37001;759;(90) 3825-8871
Hugo Albuquerque;Porto Velho;Roraima;890a9052-f236-41e4-9a9b-4bf1135bc936;200;(19) 3824-1640
Lorraine Macedo Neto;Maceió;Bahia;1baed004-1534-4a90-9c4b-b3818c3c4754;272;(44) 4477-6741
Isis Braga Jr.;Maceió;Minas Gerais;bf1bb952-001f-4f68-be44-d124d79d4bfc;850;(79) 64038-6692
Yuri Saraiva;Aracaju;Rio de Janeiro;59ed0b93-d2c6-4e26-a8e1-3f1c907eedb7;906;(29) 8742-7966
Raul Silva;Boa Vista;Bahia;c5d9ec60-f8b4-43f8-8692-a6e796a7d1e8;436;(22) 3261-9639
Célia Martins;Curitiba;Acre;39b969e3-30ed-44f0-81bd-8bcc7e8f16c5;223;(56) 2849-7846
Joana Pereira;Cuiabá;Santa Catarina;6ffd72b8-e9cb-4a2b-ba77-2bace2f04082;976;(41) 51834-3152
Nicolas Franco;Rio de Janeiro;Acre;15bb7dc0-c7e8-43d6-bd94-360c91367919;309;(76) 4578-9292
Marcela Xavier;Rio Branco;Mato Grosso;38356df4-df28-4177-be59-1d028883929d;307;(48) 2280-9935
Caio Moraes;Brasília;Amazonas;1cecdc84-1281-44a5-9792-1625ac29dc6e;479;(75) 2042-8897
Dra. Isabelly Moraes;Manaus;Acre;82b3858b-f91b-4399-9905-702bef494480;945;(27) 3593-7607
Morgana Carvalho;Palmas;Rio de Janeiro;e79f6a2e-86f9-4ba4-bbc5-153a30ef3b86;592;(58) 5623-6003
Beatriz Costa;Macapá;Santa Catarina;c76f563f-b375-495f-ac2f-b1a4e1fe8cf0;620;(97) 1644-5421
Manuela Melo;Manaus;Mato Grosso;9a2eb96c-4733-4b94-b109-3f59a6aa92c1;280;(89) 34990-5675
Srta. Pedro Henrique Silva;Curitiba;Rio Grande do Norte;1b7ef9fa-b69e-4cab-91e4-a136d65eb642;730;(65) 5920-1889
Dr. Roberto Souza;Goiânia;Espírito Santo;3d41d6da-1cfa-4e27-9b78-942b40c79816;405;(18) 5692-0050
João Moraes;Porto Alegre;Pará;5e93293e-1866-4231-bc93-c5511a33b3f2;458;(81) 4968-8096
Roberto Silva;Belém;Ceará;53a18792-a3cf-4a7f-b3bd-77d312fd8272;230;(43) 36633-8281
Paulo Costa;Manaus;Sergipe;b69d4872-3563-4a6f-a3f9-c6bdf42f20ce;867;(79) 11936-7029
Enzo Gabriel Saraiva;Cuiabá;Mato Grosso;f39ffa2a-af0e-442f-accb-0c03eadf399a;674;(69) 5212-1822
Janaína Souza;Recife;Bahia;df1999e7-ca9c-4ac5-ad96-26bac10d66e1;779;(87) 3696-4258
Breno Saraiva;Rio de Janeiro;Acre;d6ab506a-fed6-4f81-8d70-7715f7a12cbb;898;(71) 84342-5963
Sirineu Braga;Vitória;São Paulo;31c6fc89-97f3-450a-b5ce-a76204cb5f7a;634;(75) 21667-7594
Sra. Silas Reis;São Paulo;Santa Catarina;3b5c9f6b-2289-4cba-9f37-f22c67325ffd;169;(89) 2549-0321
Dra. Feliciano Saraiva;São Paulo;Maranhão;1540e94a-9cc0-459b-96f7-44c1ddc2f41f;736;(41) 44556-4950
Caio Pereira;Curitiba;Ceará;2af9249f-4ba0-4f05-9dab-3efa2f8d5f53;516;(59) 8954-8051
Esther Macedo;Porto Alegre;Acre;e40bd5f6-427e-4779-be53-e22e9db13e25;994;(23) 39890-7784
Lucas Reis;Teresina;Distrito Federal;4e28f63d-6b88-493c-94ca-24e27a4f9735;266;(45) 6717-2762
Vitória Santos;Porto Alegre;Tocantins;3082108c-d20b-489b-a584-c00016b8d604;263;(34) 62050-2181
Dra. Sílvia Costa;São Luís;Maranhão;20d0f0eb-0c2f-4ddc-a999-4f1a2093f788;912;(35) 51795-5797
Leonardo Franco;Florianópolis;Goiás;53665da8-9589-4311-aff7-2d1a35275f3c;146;(15) 22352-9683
Maria Barros Jr.;São Paulo;Goiás;00c48ec1-08b4-4be8-8d53-dedb95f9a946;968;(31) 7089-7784
Aline Carvalho;João Pessoa;Rio de Janeiro;96866a52-e55c-479c-a8ff-978179742a6d;788;(82) 2610-2345
Feliciano Saraiva;Teresina;Tocantins;e29b43df-8578-42de-9c67-42a455114542;265;(98) 2976-5136
Mércia Moreira;Cuiabá;Minas Gerais;4948c1da-4c7a-43c3-ae92-6ee7f9593087;129;(40) 8812-6649
Talita Barros;Belém;Amazonas;6871c0fe-f62a-4329-bfec-3b8a58eea328;605;(36) 4166-4406
Feliciano Santos;Cuiabá;Espírito Santo;8ca350c2-a681-467f-b9e4-2dd2db2e2608;903;(61) 4615-6951
Alice Martins;Porto Velho;Goiás;b09cdecd-f8bf-420c-bc9c-01a24d7807b9;990;(81) 1129-5751
Vitória Carvalho;Teresina;Distrito Federal;133d5ef8-971f-40a8-bcdd-acebcff6a312;384;(42) 6617-7238
Dr. Yango Xavier;Manaus;Pará;0007a72a-fc41-451f-88e7-4e88e50a729f;985;(33) 4966-2269
Eloá Moreira;Belém;Rio Grande do Norte;6e9ba02f-fad7-4f80-8116-b67ad1ce076c;632;(37) 3426-4146
Dra. Lucas Carvalho;João Pessoa;Paraná;98d4213a-66f6-4c75-bb5b-60ec03af9ccf;655;(87) 5221-1929
Aline Oliveira;Recife;Amazonas;2c812890-7c0e-4581-9e5b-71a129172b5e;652;(89) 6541-8114
Vitor Nogueira;Rio Branco;Piauí;43722826-be22-49f9-91f9-242a899ddae4;756;(19) 7962-1820
